.,English
TokenAExploreLobbyLeisure.button1,{qst:OPEN}
EventAOfficePlaceTile.text,The office is covered in thick layers of dust and cobwebs. Place the {c:TileAOffice} tile as indicated and remove the explore token leading to it.
EventAOfficePlaceTile.button1,{qst:CONTINUE}
EventAOfficePlaceWall.button1,{qst:CONTINUE}
EventQDarknessAllPlaced.button1,{qst:CONTINUE}
EventQMoveOneSpace.button1,{qst:CONTINUE}
EventQMoveOneSpace.text,You may move one space in the revealed area.
EventALobbyPlaceTile.text,A sinister creaking noise from the door announces your arrival in the mansion. The silver-grey light of the full moon that seeps in through the small windows make the dustcovered lobby look even more earie. Place the {c:TileALobby} as indicated.
EventALobbyPlaceTokenWall1.button1,{qst:CONTINUE}
EventALobbyPlaceWall2.text,Place another Wall Token as indicated
EventALobbyPlaceWall2.button1,{qst:CONTINUE}
EventLobbyPlaceExploreOffice.button1,{qst:CONTINUE}
EventLobbyPlaceExploreLeisure.text,"The copper plaque on the door at the other side of the lobby is barely readable: ""Bil...rts"". Place an Explore Token as indicated."
EventLobbyPlaceExploreOffice.text,"The dull copper plaque on this door reads ""Office"". Place an Explore Token as indicated."
EventLobbyPlaceExploreLeisure.button1,{qst:CONTINUE}
EventALobbyPlaceExploreHall.button1,{qst:CONTINUE}
EventALobbyPlaceExploreLounge.text,The paint on this door is peiling off. It is hard to recognise the picture marking this door from this distance. Place an Explore Token as indicated.
EventALobbyPlaceExploreHall.text,This unmarked door leads further into the mansion. Place an Explore Token as indicated
EventALobbyPlaceExploreLounge.button1,{qst:CONTINUE}
EventALobbyPlaceInvestigators.text,Place the investigators at the entrance of the lobby as indicated.
EventALobbyPlaceInvestigators.button1,{qst:CONTINUE}
EventQInvestigatorsStartClues3.text,Each investigator starts with 3 Clues
EventQInvestigatorsStartClues1.text,Each investigator starts with 1 Clue.
EventQInvestigatorsStartClues1.button1,{qst:CONTINUE}
EventQInvestigatorsStartClues2.text,Each investigator starts with 2 Clues.
EventQInvestigatorsStartClues2.button1,{qst:CONTINUE}
EventQInvestigatorsStartClues3.button1,{qst:CONTINUE}
EventQLobbyEndPlaceTile.text,A distant thunderclap annouces a storm and dark clouds are closing in. By the sound of it, it is going to be a big thunderstorm, just like the one three nights ago. That was the night that you last heard from Elli. The heavy clouds cover up the moon and the little moon light you had when you entered the mansion is now completely gone... Perfect... No wonder that mansions like this end up in ghost stories.
EventQDarknessALobby.button1,Button1
TokenALobbySearchFusebox.button1,{qst:CONTINUE}
EventALobbyPlaceSearchFuseBox.text,In the wall you notice a panel. Place a Search Token as indicated.
EventQDarknessRemove.text,Remove all darkness tokens.
PuzzleFuseBox.button1,Repair
EventQDarknessRemove.button1,{qst:CONTINUE}
EventAOfficePlaceItems.button1,Button1
EventQDarknessAOffice.button1,Button1
EventQDarknessALeisure.button1,Button1
EventAOfficePlaceWall.text,Place a Wall Token as indicated.
EventQDarknessAllPlaced.text,Place Darkness Tokens in each revealed space.
EventQDarknessAHall.button1,Button1
TokenTEST.button4,ToggleLights
EventTESTLightsOn.button1,Button1
EventTESTLightsOff.button1,Button1
EventQFuseBoxPass.button1,{qst:CONTINUE}
EventQFuseBoxPass.text,Fixing the wires in the fusebox restores the electricity in the house. The old wiring makes a complaining buzzing noise. You are in luck, the rodents and the leaking roof have not touched the wiring, no shortcuts and no fire. Some of the lights are even working.
EventALeisurePlaceTile.text,The cobwebs on this door break when you enter the room. Thick black spiders hurry away to find crack in the wood to hide in. The dimly lit roommust have been the leisure room in the inn. Place the {c:TileALeisure} tile as indicated and remove all tokens leading to it.
EventALeisurePlaceTile.button1,{qst:CONTINUE}
EventALeisurePlaceDoor.text,Place a Door Token as indicated.
EventALeisurePlaceDoor.button1,{qst:CONTINUE}
EventALeisurePlaceConnections.button1,{qst:CONTINUE}
EventAHallPlaceExploreLeisure.text,This door must lead to a biljarts room judging from the painting on the door of biljartballs placed in a triangle. Place an Explore Token as indicated.
EventDialoguePatron.text,Patron Howard Bechman says something
EventDialoguePatron.button1,{qst:CONTINUE}
TokenPatronLobby.button1,Button1
TokenPatronOffice.button1,Button1
TokenColonelOffice.button1,Button1
TokenMaidALounge.button1,Button1
EventDialogueMaid.text,Maid Edna Huges Says something
EventDialogueMaid.button1,{qst:CONTINUE}
EventDialogueColonel.text,Colonel Richard Bechman says something
EventDialogueColonel.button1,{qst:CONTINUE}
TokenPastorAChapel.button1,Button1
EventDialoguePastor.text,Pastor Eugene Clements Says something
EventDialoguePastor.button1,{qst:CONTINUE}
TokenLadyABedroom.button1,Button1
EventDialogueLady.text,Lady Othera Gilman says something
EventDialogueLady.button1,{qst:CONTINUE}
TokenFriendALobby.button1,Button1
EventDialogueFriend.text,Friend Elli Horowitz says something
EventDialogueFriend.button1,{qst:CONTINUE}
TokenALobbyExploreEntrance.text,The door does not appear locked but for some reason you cannot open it. It is as if some unseen force is preventing you from opening the door
TokenALobbyExploreEntrance.button1,{qst:CONTINUE}
EventQRound2.button1,{qst:CONTINUE}
EventQCloseALobbyDoor.text,With a loud bang, the door slams shut behind you. Place an Explore Token as indicated.
EventQCloseLobbyDoor.button1,{qst:CONTINUE}
EventQEndPlaceGhostsRound2.text,Elli was right, this mansion IS haunted. And I let her go into this mansion alone, what was I thinking. If ghosts are stuck to this place they want nothing else then the living to suffer the same fate. Oh Elli, what have you done. Fear overtakes you for a moment when you realize wat might have happened to her. In a flash of clarity you realize that, to end this madness and free yourself, you have to find out why the ghost are haunting this place and how to release them from their torture.
EventGhostPlacePatronOfficeB.text,You see the translucent form of a man with a black beard appear behind the desk in the {c:TileBOffice}. The ghost of the patron is busy flipping through the pages of a book. Place the Black Person Token as indicated.
EventALeisurePlaceItems.button1,{qst:CONTINUE}
EventAHallPlaceTile.button1,{qst:CONTINUE}
EventAHallPlaceWallTokens.text,Place two Wall Tokens as indicated.
EventAHallPlaceWallTokens.button1,{qst:CONTINUE}
EventAHallPlaceTile.text,The hall smells of mold and an odd musky odour. A chilly draft brushes your cheeks when you open the door and a trail of dust is following behind. Was that a whisper that or was that just the wind? You have a compelling urge to turn around, the atmosphere is really uncomfortable. Place the {c:TileAHall} tile as indicated and remove all connecting tokens leading to it.
EventAHallPlaceConnections.button1,{qst:CONTINUE}
EventABedroomPlaceTile.text,The moth eaten drapes dance around when you open the door, encouraged by the wind that blows through the broken glass of the small window.  The sheets on the bed are pushed aside as to invite someone to go to sleep. Place the {c:TileABedroom} tile as indicated.
EventABedroomPlaceTile.button1,{qst:CONTINUE}
EventABedroomPlaceItems.button1,Button1
EventALoungePlaceTile.text,This room is damp and has a pungent smell of tobacco. After all these years, the carpet and furniture still carry the familiar odour of the cigars enjoyed in this room. Pace the {c:TileALounge} tile as indicated and remove all tokens connecting to it.
EventALoungePlaceTile.button1,{qst:CONTINUE}
EventALoungePlaceWall.text,Place a Wall Token as indicated.
EventALoungePlaceWall.button1,{qst:CONTINUE}
EventALoungePlaceDoor.text,Place a Door Token as indicated.
EventALoungePlaceDoor.button1,{qst:CONTINUE}
EventALoungePlaceItems.button1,Button1
EventAOfficePlaceGhostsEnd.button1,Button1
EventAHallPlaceItems.button1,Button1
EventALeisurePlaceConnections.text,This door leads to the hall. Place an Explore Token as indicated.
EventALoungePlaceConnections.text,"The text ""Library"" is painted in white curly letters on this door. Place an Explore Token as indicated."
EventALoungePlaceConnections.button1,{qst:CONTINUE}
EventQDarknessALounge.button1,Button1
EventQDarknessABedroom.button1,Button1
EventQDarknessALibrary.button1,Button1
EventQDarknessAChapel.button1,Button1
EventQDarknessAOther.button1,Button1
EventAHallPlaceExploreLeisure.button1,{qst:CONTINUE}
EventAHallPlaceExploreBedroom.text,"This door has the text ""Bedroom 1"" painted on it in white curly letters. Place an Explore Token as indicated"
EventAHallPlaceExploreBedroom.button1,{qst:CONTINUE}
EventAHallPlaceSightOther.text,It is too dark to see further down the hall. Place a Sight Token as indicated.
EventAHallPlaceSightOther.button1,{qst:CONTINUE}
EventALibraryPlaceTile.text,The walls in this rooms are covered with book filled shelves. The musky odour of old paper is mixed with the smell of mould. Some starteled mice run away when you open the door. Place the {c:TileALibrary} tile as indicated.
EventALibraryPlaceTile.button1,{qst:CONTINUE}
EventALibraryPlaceConnections.button1,Button1
EventALibraryPlaceItems.button1,Button1
EventAOtherPlaceItems.button1,Button1
EventALibraryPlaceExploreLounge.text,This door has a drawing of a smoking sigar and an ashtray painted on it. Place an Explore Token as indicated.
EventALibraryPlaceExploreLounge.button1,{qst:CONTINUE}
EventALibraryPlaceExploreOther.text,This door has no specific markings on it. Place an Explore Token as indicated.
EventALibraryPlaceExploreOther.button1,{qst:CONTINUE}
EventALibraryPlaceExploreChapel.text,A heavy wooden cross is nailed to this door. it probably leads to the chapel. Place an Explore Token as indicated
EventALibraryPlaceExploreChapel.button1,{qst:CONTINUE}
EventAOtherPlaceTile.text,The wooden floor in this part of the hall creaks when you step on one of the loose planks. The noise seems to startle some rats under the floor. Place the {c:TileAOther} tile as indicated and remove connecting tokens to it.
EventAOtherPlaceTile.button1,{qst:CONTINUE}
EventAOtherPlaceWall.text,Place a Wall Token as indicated
EventAOtherPlaceWall.button1,{qst:CONTINUE}
EventAOtherPlaceExploreBathroom.text,"Two letters are written on this door decorated with elaborate curls. You recognise one letter as a ""W"" and the other looks more like a ""G"" but is probably a ""C"". Place an explore token as indicated."
EventAOtherPlaceExploreBathroom.button1,{qst:CONTINUE}
EventAOtherPlaceExploreLibrary.text,The books painted on this door are likely a hint that this door leads to the library. Place an Explore Token as indicated.
EventAOtherPlaceExploreLibrary.button1,{qst:CONTINUE}
EventAOtherPaceItems.button1,Button1
EventAOtherPlaceSightHall.text,It is difficult to see the rest of the hall. Place a Sight Token as indicated.
EventAOtherPlaceSightHall.button1,{qst:CONTINUE}
EventAChapelPlaceTile.text,You still recognize some religious paintings and statues in this room, but time has not been kind on them. It also looks as if this old chapel last function was that of a class room. Place the {c:TileAChapel} tile as indicated and remove the Explore Token connecting to it.
EventAChapelPlaceTile.button1,{qst:CONTINUE}
EventAChapelPlaceWall.text,Place a Wall Token as indicated.
EventAChapelPlaceWall.button1,{qst:CONTINUE}
EventAChapelPlaceItems.button1,Button1
EventAOtherPlaceConnections.button1,Button1
TokenALobbySearchFusebox.text,The wires in the fusebox all mixed up. The lights should be working properly when the wires are in the correct order. Use your {observation} skill to place the wires back into their place.
EventALobbyPlaceSearchFuseBox.button1,{qst:CONTINUE}
EventBLobbyPlaceWall.text,Place a wall token as indicated.
EventBLobbyPlaceWall.button1,{qst:CONTINUE}
EventBLobbyPlaceExploreChapel.text,A heavy wooden cross marks this door. Place an explore token as indicated.
EventBLobbyPlaceExploreChapel.button1,{qst:CONTINUE}
EventBLobbyPlaceExploreLeisure.text,The paint on this door is peeling off but you stil recognize the picture of a beer filled mug painted on the door. Place an Explore Token as indicated.
EventBLobbyPlaceExploreLeisure.button1,{qst:CONTINUE}
EventBLobbyPlaceExploreHall.button1,{qst:CONTINUE}
EventBLobbyPlaceExploreLounge.text,These two doors hase a small pinaing on them of a smoling cigarette and an ashtray. Place two Explore Tokens as indicated.
EventBLobbyPlaceExploreHall.text,The cobwebs around this door are broken. It must have been used recently. Place an Explore Token as indicated.
EventBLobbyPlaceExploreLounge.button1,{qst:CONTINUE}
TokenBExploreLobbyLounge2.text,The sign on this door is unreadable.
EventBLobbyPlaceInvestigators.button1,{qst:CONTINUE}
EventQLobbyEndPlaceTile.button1,{qst:CONTINUE}
EventBLobbyPlaceSearchFuseBox.button1,{qst:CONTINUE}
TokenBSearchFuseBox.text,The wires in the fusebox all mixed up. The lights should be working properly when the wires are in the correct order. Use your {observation} skill to place the wires back into their place.
EventBLobbyPlaceSearchFuseBox.text,In the wall you notice a panel. Place a Search Token as indicated.
TokenBSearchFuseBox.button1,{qst:CONTINUE}
TokenALobbySearchFusebox.button2,Cancel
TokenBSearchFuseBox.button2,Cancel
EventQDarknessPlace.button1,{qst:CONTINUE}
EventBChapelPlaceTile.text,The religious paintings on the walls and statues are a distant memory of a chapel. Judging from the desks and chairs this room has been used as classroom. Place the {c:TileBChapel} tile as indicated.
EventBChapelPlaceTile.button1,{qst:CONTINUE}
EventBChapelPlaceWall1.text,A heavy oak cabinet is placed against this wall. Place a Wall Token as indicated
EventBChapelPlaceWall1.button1,{qst:CONTINUE}
EventBChapelPlaceWall2.text,Another heavy oak cabinet is placed agains this wall. Place a Wall Token as indicated.
EventBChapelPlaceWall2.button1,{qst:CONTINUE}
EventQRound2.text,"How can this be, that old clock in the lobby is broken but this sound... the chimes are deaffening. Ten chimes, 10 o'clock.. the ""ghost hour""according to Elli."
EventQEndPlaceGhosts.button1,Button1
EventQEndPlaceGhostsRound2.button1,{qst:CONTINUE}
EventBLoungePlaceTile.text,This room is damp and has a pungent smell of tobacco. After all these years, the carpet and furniture still carry the familiar odour of the cigars enjoyed in this room. Pace the {c:TileALounge} tile as indicated and remove all tokens connecting to it.
EventBLoungePlaceTile.button1,{qst:CONTINUE}
TokenBExploreLobbyLounge1.button1,{qst:OPEN}
EventBloungePlaceConnections.button1,Button1
EventBLoungePlaceItems.button1,Button1
EventBOfficePlaceTile.text,The office is covered in thick layers of dust and cobwebs. Place the {c:TileAOffice} tile as indicated and remove the explore tokens leading to it.
EventBOfficePlaceTile.button1,{qst:CONTINUE}
EventBOfficePlaceConnections.button1,Button1
EventBOfficePlaceItems.button1,Button1
EventBOfficePlaceExploreLounge.text,This door will lead to the lounge. Place an Explore Token as indicated.
EventBOfficePlaceExploreLounge.button1,{qst:CONTINUE}
EventBOfficePlaceExploreBedroom.text,"A small copper plaque on this door reads ""Private"". Place an Explore Token as indicated."
EventBOfficePlaceExploreBedroom.button1,{qst:CONTINUE}
EventBHallPlaceTile.text,The hall smells of mold and an odd musky odour. A chilly draft brushes your cheeks when you open the door and a trail of dust is following behind. Was that a whisper that or was that just the wind? You have a compelling urge to turn around, the atmosphere is really uncomfortable. Place the {c:TileBHall} tile as indicated and remove all connecting tokens leading to it.
EventBHallPlaceTile.button1,continue
EventBHallPlaceWall.text,Place a Wall token as indicated.
EventBHallPlaceWall.button1,{qst:CONTINUE}
EventBHallPlaceConnections.button1,Button1
EventBHallPlaceItems.button1,Button1
EventBHallPlaceExploreLeisure.text,"The copper plaque on this has the text ""Speakeasy"" engraved on it with ornate letters. Place an Explore Token as indicated."
EventBHallPlaceExploreLeisure.button1,{qst:CONTINUE}
EventBHallPlaceExploreOther.text,"A small copper plaque on this door reads the number ""2"". Place an Explore Token as indicated."
EventBHallPlaceExploreOther.button1,{qst:CONTINUE}
TokenBExploreHallBedroom.text,"The small copper plaque on this door has the number ""1"" engraved in it."
EventBHallPlaceExploreBedroom.text,"The door at the end ot he hall is worn down and marked with a small copper plaque ""1"". Place an Explore Token as indicated."
EventBHallPlaceExploreBedroom.button1,{qst:CONTINUE}
EventBBedroomPlaceTile.text,The moth eaten drapes dance around when you open the door, encouraged by the wind that blows through the broken glass of the small window.  The sheets on the bed are pushed aside as to invite someone to go to sleep. Place the {c:TileBBedroom} tile as indicated.
EventBBedroomPlaceTile.button1,{qst:CONTINUE}
EventBBedroomPlaceItems.button1,Button1
EventBBedroomPlaceConnections.button1,Button1
EventBBedroomPlaceExploreHall.text,This worn down door leads to the hall. Place an Explore Token as indicated.
EventBBedroomPlaceExploreHall.button1,{qst:CONTINUE}
EventBBedroomPlaceExploreOffice.text,"This door is marked ""Private"""
EventBBedroomPlaceExploreOffice.button1,{qst:CONTINUE}
EventBLeisurePlaceTile.text,The cobwebs on this door break when you enter the room. Thick black spiders hurry away to find crack in the wood to hide in. The dimly lit roommust have been the leisure room in the inn. Place the {c:TileBLeisure} tile as indicated and remove all tokens leading to it.
EventBLeisurePlaceTile.button1,{qst:CONTINUE}
EventBLeisurePlaceItems.button1,Button1
EventBLeisurePlaceConnections.button1,Button1
EventBLeisurePlaceExploreLibrary.text,Thios door has a paining of books on it.\nPlace and Explore Token as indicated.
EventBLeisurePlaceExploreLibrary.button1,{qst:CONTINUE}
EventBLeisurePlaceExploreHall.text,This door will lead to the hall. Place an Explore Token as indicated.
EventBLeisurePlaceExploreHall.button1,{qst:CONTINUE}
EventBOtherPlaceTile.text,The smell of rot penetrates your nose when you enter this bedroom. Fungi have eaten most of the damp wood and moth ate whatever was left of the the drapes. Place the {c:TileBOther} tile as indicated.
EventBOtherPlaceTile.button1,{qst:CONTINUE}
EventBLibraryPlaceTile.text,The walls in this rooms are covered with book filled shelves. The musky odour of old paper is mixed with the smell of mould. Some starteled mice run away when you open the door. Place the {c:TileBLibrary} tile as indicated.
EventBOtherPlaceItems.button1,Button1
EventBLibraryPlaceTile.button1,{qst:CONTINUE}
EventBLibraryPlaceWall.text,An old painting decorates the far end of this room. Place a Wall Token as indicated.
EventBLibraryPlaceWall.button1,{qst:CONTINUE}
EventBLibraryPlaceItems.button1,Button1
EventBChapelPlaceItems.button1,Button1
TokenBExploreLoungeOffice.text,"The copper plaque on this door is engraved with the text ""Office"". Place an Explore Token as indicated."
EventQCloseALobbyDoor.button1,{qst:CONTINUE}
EventQCloseBLobbyDoor.text,With a loud bang, the door slams shut behind you. Place an Explore Token as indicated.
EventQCloseBLobbyDoor.button1,{qst:CONTINUE}
EventQEndPlaceTile.button1,Button1
EventGhostPlacePatron.button1,Button1
EventGhostPlacePatronOfficeA.button1,{qst:CONTINUE}
EventGhostPlaceMaid.button1,{qst:CONTINUE}
EventGhostPlacePastor.button1,{qst:CONTINUE}
EventGhostPlacePastorOfficeA.text,A solemn looking ghost in bland costume appears in the {c:TileAOffice}. This must be the pastor Eugene Clemens. Place the Yellow Person Token as indicated.
EventGhostPlaceColonel.button1,{qst:CONTINUE}
EventGhostPlaceColonelOfficeA.text,The ghost of a grey haired earnest looking man in an army costume appears in the {c:TileAOffice}. This must be the patron's older brother Colonel Richard Bechman. Place the Blue Person Token as indicated.
EventGhostPlaceMaidOfficeA.text,The ghost of a woman in a maids costume is sweeping the floor of the {c:TileAOffice}. This must be the maid Edna Hughes. Place the White Person Token as indicated.
EventGhostPlaceLady.button1,{qst:CONTINUE}
EventGhostPlaceMaidOfficeA.button1,{qst:CONTINUE}
EventGhostPlacePastorOfficeA.button1,{qst:CONTINUE}
EventGhostPlacePastorOfficeB.button1,{qst:CONTINUE}
EventGhostPlacePastorOfficeB.text,A solemn looking ghost in bland costume appears in the {c:TileBOffice}. This must be the pastor Eugene Clemens. Place the Yellow Person Token as indicated.
EventGhostPlacePatronOfficeB.button1,{qst:CONTINUE}
EventGhostPlaceMaidOfficeB.button1,{qst:CONTINUE}
EventGhostPlaceMaidOfficeB.text,The ghost of a woman in a maids costume is sweeping the floor of the {c:TileBOffice}. This must be the maid Edna Hughes. Place the White Person Token as indicated.
EventGhostPlacePatronOfficeA.text,You see the translucent form of a man with a black beard appear behind the desk in the {c:TileAOffice}. The ghost of the patron is busy flipping through the pages of a book. Place the Black Person Token as indicated.
EventGhostPlaceColonelOfficeA.button1,{qst:CONTINUE}
EventGhostPlaceColonelOfficeB.text,The ghost of a grey haired earnest looking man in an army costume appears in the {c:TileBOffice}. This must be the patron's older brother Colonel Richard Bechman. Place the Blue Person Token as indicated.
EventGhostPlaceColonelOfficeB.button1,{qst:CONTINUE}
EventGhostPlaceLadyOfficeA.button1,{qst:CONTINUE}
EventGhostPlaceLadyOfficeA.text,The ghosts of a woman in a elegant dress appears. Even in this ghosly state you recognize the heavy make-up on her face, an attempt to conceal her real age. This is Lady Othera Gilman, a resident guest at the mansion. Place the Person Token as indicated.
EventGhostPlaceLadyOfficeB.text,The ghosts of a woman in a elegant dress appears. Even in this ghosly state you recognize the heavy make-up on her face, an attempt to conceal her real age. This is Lady Othera Gilman, a resident guest at the mansion. Place the Person Token as indicated.
EventGhostPlaceLadyOfficeB.button1,{qst:CONTINUE}
EventGhostPlacePatronLobbyA.button1,{qst:CONTINUE}
EventGhostPlacePatronLobbyA.text,The air shimmers as the ghost of a dark bearded man appears. Nervously pacing up and down the {c:TileALobby} while looking in the direction of the clock every now and then. Place the Black Person Token as indicated.
EventGhostPlacePatronLobbyB.button1,{qst:CONTINUE}
EventGhostPlacePatronLobbyB.text,The air shimmers as the ghost of a dark bearded man appears. Nervously pacing up and down the {c:TileBLobby} while looking in the direction of the clock every now and then. Place the Black Person Token as indicated.
EventGhostPlaceMaidLobbyA.text,The tranparent image of a woman in a maids costume appears in the {c:TileALobby}. She is cleaning the frame of a painting. Place the White Person Token as indicated
EventGhostPlaceMaidLobbyA.button1,{qst:CONTINUE}
EventGhostPlaceMaidLobbyB.text,The tranparent image of a woman in a maids costume appears in the {c:TileBLobby}. She is cleaning the frame of a painting. Place the White Person Token as indicated
EventGhostPlaceMaidLobbyB.button1,{qst:CONTINUE}
EventGhostPlaceColonelLobbyA.text,A grey haired ghost of a man in an army costumer stares at a painting in the {c:TileALobby}. Place the Blue Person Token as indicated
EventGhostPlaceColonelLobbyA.button1,{qst:CONTINUE}
EventGhostPlaceColonelLobbyB.text,A grey haired ghost of a man in an army costumer stares at a painting in the {c:TileBLobby}. Place the Blue Person Token as indicated
EventGhostPlaceColonelLobbyB.button1,{qst:CONTINUE}
EventGhostPlaceLadyLobbyA.text,A fancy dressed lady appears to enter the {c:TileALobby} from a door on the right, glances quickly at the clock and dissappears through the door on the far end. This ghostly image repeats itself as if stuck in an endless time loop. Place the Person Token as indicated
EventGhostPlaceLadyLobbyA.button1,{qst:CONTINUE}
EventGhostPlaceLadyLobbyB.text,A fancy dressed lady appears to enter the {c:TileBLobby} from a door on the right, glances quickly at the clock and dissappears through the door on the far end. This ghostly image repeats itself as if stuck in an endless time loop. Place the Person Token as indicated
EventGhostPlaceLadyLobbyB.button1,{qst:CONTINUE}
EventGhostRemoveColonel.button1,{qst:CONTINUE}
EventGhostRemovePastor.button1,{qst:CONTINUE}
EventGhostRemoveMaid.button1,{qst:CONTINUE}
EventGhostRemovePatron.button1,{qst:CONTINUE}
EventGhostRemovePatron.text,The ghost of the patron looks behind him as if he hears a noise and then dissolves. Remove the Black Person token.
EventQEndRound.button1,{qst:CONTINUE}
EventGhostRemoveMaid.text,The ghost of the maid looks around nervously and hurries out of sight into nothingness. Remove the White Person Token.
EventGhostRemovePastor.text,A sound seems to startle the ghost of the pastor. With a quick move of his hand he makes the sign of a cross in the air, mumbles a prayer and disappears. Remove the Yellow Person Token.
EventGhostRemoveColonel.text,The colonel chuckles as if he just heard something funny. With a smirk on his face he makes a dismissive gesture and lights his pipe. His ghostly form swirls to mix with the smoke from his pipe and then dissolves. Remove the Blue Person Token.
